,Australia,Central America,Germany,India,Mexico,South America,Spain,United States of America
Total_Number_Purchases,14.40880503144654,15.381132075471697,14.9,14.219178082191782,19.666666666666668,15.186186186186186,14.666982922201138,16.155963302752294
